EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
Tornado,C,87,LOWNDES,,09-SEP-51 09:15:00,CST,09-SEP-51 09:15:00,0,0,0,0,0K,0,,0,,,,F2,.1,100,,,,,0,,,0,,,33.50,-88.43,,
Tornado,C,63,GOVE,,17-JUN-51 22:00:00,CST,17-JUN-51 22:00:00,0,0,0,0,0K,0,,0,,,,F0,.7,33,,,,,0,,,0,,,39.07,-100.23,,
Tornado,C,225,HOUSTON,,28-MAR-51 05:10:00,CST,28-MAR-51 05:10:00,0,0,0,0,2.5K,0,,0,,,,F1,.5,17,,,,,0,,,0,,,31.37,-95.60,,
Tornado,C,33,COTTON,,09-MAY-51 18:30:00,CST,09-MAY-51 18:30:00,0,0,0,0,2.5K,0,,0,,,,F1,0,33,,,,,0,,,0,,,34.45,-98.32,,
Tornado,C,73,KINGFISHER,,15-JUL-51 16:20:00,CST,15-JUL-51 16:20:00,0,0,0,0,.25K,0,,0,,,,F2,0,100,,,,,0,,,0,,,34.80,-94.80,,
Tornado,C,203,WICHITA,,08-MAY-51 18:00:00,CST,08-MAY-51 18:00:00,0,0,0,0,.25K,0,,0,,,,F1,0,33,,,,,0,,,0,,,38.38,-101.55,,
Tornado,C,1,ADAMS,,30-MAR-51 15:00:00,CST,30-MAR-51 15:00:00,0,0,0,0,2.5K,0,,0,,,,F1,.1,20,,,,,0,,,0,,,39.83,-77.23,,
Tornado,C,111,SOMERSET,,11-MAY-51 13:30:00,CST,11-MAY-51 13:30:00,1,0,0,0,25K,0,,0,,,,F2,8,33,,,,,0,,,0,,,40.12,-79.12,40.05,-78.98
Tornado,C,5,ARMSTRONG,,27-JUN-51 22:04:00,CST,27-JUN-51 22:04:00,0,0,0,0,2.5K,0,,0,,,,F2,19.7,33,,,,,0,,,0,,,40.58,-79.25,40.87,-79.18
Tornado,C,15,BRADFORD,,21-JUL-51 11:00:00,CST,21-JUL-51 11:00:00,0,0,0,0,.25K,0,,0,,,,F0,.1,33,,,,,0,,,0,,,41.80,-76.47,,
